Scene number,Start,End,Keywords,Description
15,00:02:34.000,00:02:39.640,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","Tham dự Hội nghị có đồng chí Võ Văn Thưởng, Ủy viên Bộ Chính trị, Thường trực Ban Bí thư, Phan Đình Trạc, Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Trưởng Ban Nội chính Trung ương cùng các đồng chí Ủy viên Bộ Chính trị, Trưởng các Ban Xây dựng Đảng Trung ương dự tại điểm cầu thành phố Hồ Chí Minh có đồng chí Nguyễn Văn Hiếu, Ủy viên dự khuyết Trung ương Đảng, Phó Bí thư Thành ủy và Ủy viên Ban Thường vụ Trưởng Ban Nội chính Thành ủy Lê Thanh Liêm"
16,00:02:39.640,00:02:44.200,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
17,00:02:44.200,00:02:48.600,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
18,00:02:48.600,00:02:53.160,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
19,00:02:53.160,00:02:59.400,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
20,00:02:59.400,00:03:05.160,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
21,00:03:05.160,00:03:10.160,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
22,00:03:10.160,00:03:16.920,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
23,00:03:16.920,00:03:21.360,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
24,00:03:21.360,00:03:27.600,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
25,00:03:27.600,00:03:34.160,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
26,00:03:34.160,00:03:41.800,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
27,00:03:41.800,00:03:46.040,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
28,00:03:46.040,00:03:51.200,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
29,00:03:51.200,00:03:56.640,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
30,00:03:56.640,00:04:02.760,"thành tích ngành Nội chính Đảng, đồng chí Võ Văn Thưởng,Hội nghị ,lĩnh vực chuyên môn,diện Ban Chỉ đạo,Ngành Nội chiến Đảng,hiệu quả Nghị quyết số 27 ngày 9/11/2012,năm 2022,hiệu quả công tác,63 vụ án,ngành Nội chính Đảng,án dân sự,tài sản tham nhũng","năm 2022, tuy có nhiều khó khăn, thách thức nhưng ngành Nội chính Đảng đã rất nỗ lực, chủ động, tích cực triển khai thực hiện tốt các nhiệm vụ được giao, đảm bảo hoàn thành theo chương trình, kế hoạch đề ra, trong đó phối hợp chặt chẽ với các cơ quan tố tụng tham mưu đưa vào diện Ban Chỉ đạo Trung ương phòng, chống tham nhũng, tiêu cực 10 vụ việc, vụ án, trong đó có nhiều vụ án tham nhũng, tiêu cực lớn, đặc biệt nghiêm trọng, phức tạp, xảy ra trên các lĩnh vực chuyên môn sâu, hoạt động khép kín, đồng thời tham mưu đường lối xử lý đảm bảo nghiêm minh, không có vùng cấm nhưng có tính nhân văn, có lý, có tình."
31,00:04:02.760,00:04:08.520,"Bộ trưởng Bộ Quốc phòng chủ trì,Bí thư Quân ủy Trung ương,đồng chí Đại tướng Phan Văn Giang,Quân ủy Trung ương,Ủy viên Chính trị,khu vực phía Nam","Ngành Nội chiến Đảng cũng đã tham mưu, chỉ đạo nâng cao hiệu quả công tác thu hồi tài sản bị thất thoát, chiếm đoạt trong các vụ việc, vụ án tham nhũng."
32,00:04:08.520,00:04:25.640,"đồng chí cán bộ,nhiệm vụ Đảng,thắng lợi mục tiêu,thế lực thù địch,năm 2030 xây dựng Quân đội nhân dân Việt Nam cách mạng,năm 2025,thế hệ cán bộ,nhiệm vụ năm 2023,công tác quân sự,đội ngũ cán bộ,kinh nghiệm quý báu,tình hình thời sự thế giới,tư tưởng chính trị,Việt Nam giai đoạn Hội Đảng,đồng chí Đại tướng Phan Văn Giang mong muốn,Quân đội tinh","Riêng các vụ án thuộc diện Ban Chỉ đạo Trung ương trong năm đã tạm giữ, kê biên, phong tỏa tài sản, thị giá trên 160.000 tỷ đồng, cơ quan thi hành án dân sự đã thu hồi được hơn 27.400 tỷ đồng, tăng gần mười tám ngàn tỷ đồng so với năm 2021."
33,00:04:25.640,00:04:31.320,"kinh nghiệm quý báu,tình hình thời sự thế giới,đồng chí cán bộ,nhiệm vụ Đảng,thắng lợi mục tiêu,tư tưởng chính trị,thế lực thù địch,năm 2030 xây dựng Quân đội nhân dân Việt Nam cách mạng,năm 2025,thế hệ cán bộ,Việt Nam giai đoạn Hội Đảng,nhiệm vụ năm 2023,công tác quân sự,đồng chí Đại tướng Phan Văn Giang mong muốn,Quân đội tinh,đội ngũ cán bộ","Ngoài ra, còn phối hợp với các cơ quan liên quan tham mưu, chỉ đạo tháo gỡ khó khăn, vướng mắc để nhanh tiến độ điều tra, truy tố, xét xử 63 vụ án, xử lý 45 vụ việc thuộc diện Ban Chỉ đạo theo dõi, chỉ đạo."
34,00:04:31.320,00:04:38.400,"kinh nghiệm quý báu,tình hình thời sự thế giới,đồng chí cán bộ,nhiệm vụ Đảng,thắng lợi mục tiêu,tư tưởng chính trị,thế lực thù địch,năm 2030 xây dựng Quân đội nhân dân Việt Nam cách mạng,năm 2025,thế hệ cán bộ,Việt Nam giai đoạn Hội Đảng,nhiệm vụ năm 2023,công tác quân sự,đồng chí Đại tướng Phan Văn Giang mong muốn,Quân đội tinh,đội ngũ cán bộ","Phát biểu chỉ đạo tại Hội nghị, đồng chí Võ Văn Thưởng, Thường trực Ban Bí thư ghi nhận, biểu dương sự nỗ lực, cố gắng, thành tích ngành Nội chính Đảng đã đạt được trong năm 2022, thời gian tới, đồng chí đề nghị tiếp tục tham mưu Bộ Chính trị, Ban Bí thư chỉ đạo về phòng, chống tham nhũng, tập trung tham mưu, tổ chức thực hiện hiệu quả Nghị quyết số 27 ngày 9/11/2012 và tiếp tục xây dựng và hoàn thiện Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam trong giai đoạn mới, các quy định của Bộ Chính trị về kiểm soát quyền lực, về phòng, chống tham nhũng, tiêu cực, tham mưu lãnh đạo, chỉ đạo giải quyết những khó khăn, vướng mắc trong công tác giám định, định giá, nâng cao hiệu quả thu hồi tài sản tham nhũng, tạo chuyển biến mạnh mẽ trong công tác phát hiện, xử lý tham nhũng, tiêu cực ở địa phương, tập trung xử lý tình trạng tiêu cực, nhũng nhiễu, gây phiền hà cho người dân."
35,00:04:38.400,00:04:44.000,"kinh nghiệm quý báu,tình hình thời sự thế giới,đồng chí cán bộ,nhiệm vụ Đảng,thắng lợi mục tiêu,tư tưởng chính trị,thế lực thù địch,năm 2030 xây dựng Quân đội nhân dân Việt Nam cách mạng,năm 2025,thế hệ cán bộ,Việt Nam giai đoạn Hội Đảng,nhiệm vụ năm 2023,công tác quân sự,đồng chí Đại tướng Phan Văn Giang mong muốn,Quân đội tinh,đội ngũ cán bộ","Quân ủy Trung ương, Bộ Quốc phòng đã tổ chức gặp mặt hơn 300 đại biểu, cán bộ cao cấp quân đội nghỉ hưu, nghỉ công tác tại khu vực phía Nam, đồng chí Đại tướng Phan Văn Giang, Ủy viên Bộ Chính trị, Phó Bí thư Quân ủy Trung ương, Bộ trưởng Bộ Quốc phòng chủ trì buổi gặp mặt."
36,00:04:44.000,00:04:51.240,"kinh nghiệm quý báu,tình hình thời sự thế giới,đồng chí cán bộ,nhiệm vụ Đảng,thắng lợi mục tiêu,tư tưởng chính trị,thế lực thù địch,năm 2030 xây dựng Quân đội nhân dân Việt Nam cách mạng,năm 2025,thế hệ cán bộ,Việt Nam giai đoạn Hội Đảng,nhiệm vụ năm 2023,công tác quân sự,đồng chí Đại tướng Phan Văn Giang mong muốn,Quân đội tinh,đội ngũ cán bộ","buổi gặp mặt là dịp để Quân ủy Trung ương, Bộ Quốc phòng gặp gỡ, động viên, thăm hỏi, cung cấp thông tin, tăng cường đoàn kết, gắn bó giữa các thế hệ cán bộ, nắm bắt tâm tư, nguyện vọng, tạo sự đồng thuận về tư tưởng chính trị, đồng thời tiếp thu những kinh nghiệm quý báu của đội ngũ cán bộ cao cấp quân đội nghỉ hưu, nghỉ công tác đối với sự nghiệp củng cố quốc phòng, xây dựng Quân đội và bảo vệ Tổ quốc Việt Nam xã hội chủ nghĩa, Phát biểu tại buổi gặp mặt, ngoài thông báo khái quát tình hình thời sự thế giới, khu vực, trong nước, âm mưu, thủ đoạn, hoạt động chống phá của các thế lực thù địch, kết quả nổi bật về công tác quân sự, quốc phòng và phương hướng nhiệm vụ năm 2023, thuê mặt Qua Ủy Trung ương, Bộ Quốc phòng, đồng chí Đại tướng Phan Văn Giang mong muốn, với bản lĩnh, trí tuệ, kinh nghiệm, trách nhiệm, tâm huyết của các đồng chí cán bộ cao cấp Quân đội đã nghỉ hưu, nghỉ công tác."
