Scene number,Start,End,Keywords,Description
16,00:05:47.360,00:05:54.520,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
17,00:05:54.520,00:06:25.000,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
18,00:06:25.000,00:06:31.600,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
19,00:06:31.600,00:06:38.000,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
20,00:06:38.000,00:06:54.120,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
21,00:06:54.120,00:06:59.400,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
22,00:06:59.400,00:07:07.840,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
23,00:07:07.840,00:07:17.000,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
24,00:07:17.000,00:07:26.200,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
25,00:07:26.200,00:07:32.800,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
26,00:07:32.800,00:07:39.520,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
27,00:07:39.520,00:07:44.960,"Nguyễn Xuân Phúc,Việt Nam,yếu tố khoa học công nghệ,cơ sở dữ liệu đất đai,quy hoạch quốc gia,cơ sở dữ liệu,Chí Minh,nguồn lực công dân,kinh tế mũi nhọn,thành phố Hồ Chí Minh,Luật quy hoạch,cơ sở dữ liệu lập quy hoạch hiện,Ban soạn thảo,quy hoạch chiến lược quốc gia,Đoàn đại biểu Quốc hội,năm 2045 thu nhập,thành phố Chí Minh","Tại Tổ thảo luận, Đoàn đại biểu Quốc hội thành phố Hồ Chí Minh cho ý kiến về dự thảo."
28,00:07:44.960,00:08:04.800,"lãnh đạo cán diện,gia hạn giấy phép,dịch bệnh Covid 19,Nghị quyết số 30 Kỳ họp,chính sách phòng,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Chủ tịch nước Nguyễn Xuân Phúc cho rằng, Chính phủ đã chuẩn bị Tờ trình đầy đủ, nhiều ý tưởng và thể hiện được tinh thần của Luật quy hoạch với tầm nhìn quy hoạch đặt ra rất dài."
29,00:08:04.800,00:08:12.040,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30",35.
30,00:08:12.040,00:08:19.160,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Trong một thế giới luôn biến đổi thì cần lưu ý đến yếu tố khoa học công nghệ, đổi mới sáng tạo trong quá trình phát triển của đất nước."
31,00:08:19.160,00:08:26.360,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Liên quan đến một số mục tiêu cụ thể được đề ra trong quy hoạch, theo Chủ tịch nước, cần phải chọn phương án tăng trưởng cao, vì chỉ có tăng trưởng nhanh chóng mới có thể mở rộng quy mô nền kinh tế, đạt mục tiêu đến năm 2045 trở thành nước có thu nhập cao, cũng có thế và lực của đất nước."
32,00:08:26.360,00:08:31.200,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Trong quá trình hội nhập quốc tế, ông ta đột phá thì chết, rất quan trọng trong quá trình tổ chức thực hiện."
33,00:08:31.200,00:08:46.520,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Các nước tôi nghĩ như vậy, trong đó đặc biệt là thành phố Chí Minh."
34,00:08:46.520,00:08:56.800,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Trên cái tôi xin đề nghị với đoàn để Quốc hội thành Chí Minh, Thành ủy thành phố Chí Minh, các đồng chí chú ý để tập trung nguồn lực, sức lực, trí tuệ để mà xây dựng các nghị quyết mới, thay thế nhầm từ và coi đó là thế giới quan trọng trong thời kỳ thực hiện quy hoạch chiến lược quốc gia này vì chúng ta là cái vùng trọng điểm của đất nước."
35,00:08:56.800,00:09:04.800,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Cũng tại phiên thảo luận, một số đại biểu cho rằng, quy hoạch cần đảm bảo tính khả thi, có cơ chế và có nguồn lực để thực hiện việc này."
36,00:09:04.800,00:09:09.200,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30",Vấn đề không phải là quy hoạch giống quốc gia nào trên thế giới mà phải là có quy hoạch và thực hiện được quy hoạch này.
37,00:09:09.200,00:09:13.760,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Cái việc đầu tư là phải có trọng tâm, trọng điểm, phải hướng được đến các cái cực tăng trưởng, các cái vùng trọng điểm."
38,00:09:13.760,00:09:38.200,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30",Mà đúng như trong quy hoạch này.
39,00:09:38.200,00:09:43.720,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30","Như vậy, trong cái tờ chế phải làm rõ cái đó."
40,00:09:43.720,00:09:48.760,"lãnh đạo cán diện,gia hạn giấy phép,nghị quyết 30,ngày 1/1/2023,Luật Dược,đặc thù phòng,ngành y tế,Nghị quyết số 30",Một cái điểm nữa là ở thể chế.
41,00:09:48.760,00:10:42.040,"bó hoa,lịch sử hào hùng,Bí thư Thành ủy thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nhân dân Thành phố Hồ Chí Minh,nén hương,đồng chí nhân chứng lịch sử,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,lãnh đạo Đảng,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,buổi họp mặt có đồng chí Nguyễn Văn Nên,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,kính thưa quý vị,Mẹ Việt Nam anh hùng,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,đồng chí lãnh đạo,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,thành phố Hồ Chí Minh Nguyễn Văn Hiếu,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi","Ở đây phải làm sao là khai thác được cái nguồn lực công dân, tức là chúng ta phải mạnh dạn đẩy mạnh cái hợp tác công tư và ở thành phố Hồ Chí Minh hiện nay chúng ta đang xây dựng các thể chế để làm sao á là huy động được các nguồn lực này."
42,00:10:42.040,00:10:46.520,"bó hoa,lịch sử hào hùng,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nén hương,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi","Phải xác định được về việc ở Việt Nam thì cái nền tảng cho cái việc phát triển kinh tế mũi nhọn của chúng ta đó là cái gì, nó sẽ đóng góp cho vv là bao nhiêu?"
43,00:10:46.520,00:10:51.760,"bó hoa,lịch sử hào hùng,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nén hương,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi",Vậy thì chúng ta sẽ có một xây dựng chiến cái tổng thể chiến lược về quy hoạch của nó để cho cái bên phát triển thì nó gắn với vùng miền.
44,00:10:51.760,00:10:56.960,"bó hoa,lịch sử hào hùng,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nén hương,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi","Cho rằng cơ sở dữ liệu lập quy hoạch hiện còn dở dang như cơ sở dữ liệu đất đai chưa đầy đủ nên chưa thể định hình đang có gì, sẽ làm gì, hay cơ sở dữ liệu về con người, xã hội vẫn đang phân tán?"
45,00:10:56.960,00:11:02.600,"bó hoa,lịch sử hào hùng,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nén hương,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi","Đại biểu đề nghị Ban soạn thảo đánh giá rõ hơn để bổ sung các cơ chế, chính sách cho thấy sự kết nối, liên kết giữa các vùng kinh tế, vùng động lực phát triển hay hành lang kinh tế."
46,00:11:02.600,00:11:07.360,"bó hoa,lịch sử hào hùng,Ủy viên Chính trị,chiến tranh nhân dân Việt Nam,cơ quan Bộ,thành phố Hồ Chí Minh Ngô Minh Hải,Xuân Mậu Thân,nén hương,chiến sĩ Đội 5 Biệt Động Sài Gòn tham gia chiến đấu,dịch Covid,Phan Văn Hun,Họp mặt kỷ niệm,Bí thư Thành ủy thành phố Hồ Chí Minh trưởng đoàn,Hôn quên,đất nước hòa bình,thành quả cách mạng,truyền thống cách mạng,ngành Trung ương,nhân dân thành phố,Bí thư Thường trực,anh em tuổi đời,ngày 29 Tết Mậu Thân,Bia tưởng niệm chiến sĩ biệt động Sài Gòn Gia Định,Thay mặt thế hệ,Ủy ban nhân dân,truyền thống vẻ vang, Đoàn đại biểu Thành ủy,hệ thống chính trị,năm 2023,nhân dân thành phố Hồ Chí Minh,Ủy Ban Mặt Thành Thành Quốc Việt Nam,kinh tế trọng điểm thứ 5,sứ mệnh lịch sử,lớp đàn anh,nhân dân Thành phố,an sinh xã hội,lực lượng hộ,thành phố Hồ Chí Minh,đường lối cách mạng,dòng ký ức,biệt động Sài Gòn Gia Định,hội nhập quốc tế,biệt động Sài Gòn,đồng chí Nguyễn Văn Ngân,Xuân Màu Thân,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu nhấn mạnh thắng lợi","Các đại biểu cũng dành thời gian thảo luận về đánh giá việc thực hiện quy định tại Nghị quyết số 30 Kỳ họp thứ nhất Quốc hội khóa 15 về các chính sách phòng, chống dịch bệnh Covid 19 và đề xuất một số nội dung về việc chuyển tiếp thực hiện một số chính sách theo quy định tại Nghị quyết này."
