Scene number,Start,End,Keywords,Description
11,00:06:17.400,00:09:26.200,"kinh tế xã hội,ngành khẩn trương,tranh nền kinh tế Việt Nam,cán bộ thành phố,Nghị quyết số 24 NQ trên Start-up LV,Nghị quyết Đại hội,khi nền kinh tế Việt Nam độ,năm 2023,chính trị sâu rộng,kinh tế vĩ mô,Ngân hàng Thế giới,đại dịch Covid,kính thưa Quý vị,truyền thống cách mạng,hệ thống chính trị,bối cảnh thế giới,thành phố Hồ Chí Minh khẩn trương xây dựng Chương trình hành động Nghị quyết,dòng tiền,năm 2045,chuyên gia kinh tế,an ninh vùng Đông Nam Bộ,lĩnh vực bất động sản xuất khẩu,nguy cơ kinh tế toàn cầu,Việt Nam,năm 2022,giai đoạn cuối năm 2022,chính quyền thành phố,năm 2030","kính thưa quý vị, ngày 30/12, thay mặt Bộ Chính trị, Tổng Bí thư Nguyễn Phú Trọng đã ký ban hành Nghị quyết 31 của Bộ Chính trị về phương hướng, nhiệm vụ phát triển thành phố Hồ Chí Minh đến năm 2030, tầm nhìn đến năm 2045, sau 10 năm thực hiện Nghị quyết số 16enq trên Start-up của Bộ Chính trị khóa 11, Đảng bộ, chính quyền và nhân dân thành phố Hồ Chí Minh đã nỗ lực phấn đấu, đạt được nhiều thành tựu rất quan trọng trên các lĩnh vực."
12,00:09:26.200,00:10:13.840,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Thành phố tiếp tục là động lực, đầu tàu, dẫn dắt trong vai trò của một trung tâm lớn về kinh tế, tài chính, thương mại, văn hóa, khoa học công nghệ, đổi mới sáng tạo, giáo dục đào tạo của vùng kinh tế trọng điểm phía Nam và cả nước, là cửa ngõ quan trọng kết nối với khu vực và thế giới."
13,00:10:13.840,00:10:21.200,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Nghị quyết nêu rõ mục tiêu đến năm 2030, thành phố Hồ Chí Minh trở thành thành phố văn minh, hiện đại, nghĩa tình, năng động, sáng tạo, có nguồn nhân lực chất lượng cao, là thành phố dịch vụ, công nghiệp hiện đại, đầu tàu về kinh tế số, xã hội số, trung tâm kinh tế, tài chính, thương mại, văn hóa, giáo dục, khoa học công nghệ của cả nước, hội nhập quốc tế sâu rộng, có vị thế nổi trội trong khu vực Đông Nam Á."
14,00:10:21.200,00:10:26.280,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Tăng trưởng bình quân đạt khoảng từ 8 - 8 8,5 phần trăm một năm, DRDP bình quân đầu người khoảng 14.500 đô la Mỹ, Kinh tế số đóng góp 40 % vào REDP."
15,00:10:26.280,00:10:31.120,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động",Nghị quyết đề ra 6 nhóm giải pháp: 1.
16,00:10:31.120,00:10:35.400,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Tập trung phát triển kinh tế nhanh và bền vững trên cơ sở đổi mới mô hình tăng trưởng, cơ cấu lại kinh tế, nâng cao năng suất, chất lượng, hiệu quả và năng lực cạnh tranh quốc tế, huy động và sử dụng hiệu quả mọi nguồn lực 2."
17,00:10:35.400,00:10:41.200,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Nâng cao chất lượng công tác quy hoạch, quản lý và thực hiện quy hoạch, phát triển đô thị bền vững, thích ứng với biến đổi khí hậu, Đẩy mạnh xây dựng kết cấu hạ tầng đồng bộ, hiện đại."
18,00:10:41.200,00:10:48.240,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động",3.
19,00:10:48.240,00:10:53.040,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Phát triển mạnh mẽ văn hóa xã hội, giáo dục và đào tạo, chăm sóc sức khỏe nhân dân, nâng cao chất lượng cuộc sống của người dân, xây dựng con người thành phố văn minh, hiện đại, nghĩa tình, xứng đáng với thành phố mang tên lãnh tụ Hồ Chí Minh."
20,00:10:53.040,00:11:04.000,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động",4.
21,00:11:04.000,00:11:08.320,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Bảo đảm quốc phòng, an ninh, nâng cao hiệu quả hoạt động đối ngoại và hội nhập quốc tế, 5."
22,00:11:08.320,00:11:22.880,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Tăng cường xây dựng, chỉnh đốn Đảng và hệ thống chính trị trong sạch, vững mạnh, 6."
23,00:11:22.880,00:11:28.040,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Ban hành chính sách, pháp luật vượt trội, đẩy mạnh phân cấp, phân quyền, phát huy tính năng động, sáng tạo vì lợi ích chung của cán bộ thành phố, đáp ứng yêu cầu phát triển thành phố trong giai đoạn mới, Thành ủy thành phố Hồ Chí Minh khẩn trương xây dựng Chương trình hành động thực hiện Nghị quyết của Bộ Chính trị, xác định các nhiệm vụ, giải pháp thật cụ thể, gắn kết chặt chẽ với việc tổ chức thực hiện Nghị quyết số 24 NQ trên Start-up LV của Bộ Chính trị về phát triển kinh tế xã hội, bảo đảm quốc phòng, an ninh vùng Đông Nam Bộ đến năm 2030, tầm nhìn đến năm 2045 và Nghị quyết Đại hội Đảng bộ thành phố, tổ chức sinh hoạt chính trị sâu rộng trong toàn Đảng bộ và nhân dân nhằm quán triệt, nâng cao nhận thức về vị trí, vai trò, mục tiêu, nhiệm vụ phát triển thành phố, khơi dậy lòng tự hào về truyền thống cách mạng anh hùng, đi đầu đổi mới, năng động, sáng tạo, chỉ đạo chính quyền thành phố phối hợp chặt chẽ với các bộ, ngành khẩn trương xây dựng, hoàn chỉnh Đề án ban hành Nghị quyết mới thay thế Nghị quyết số 54 / 20 17 trên Q h14 trình Quốc hội sớm nhất."
24,00:11:28.040,00:11:34.200,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động",ừ
25,00:11:34.200,00:11:38.480,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","kính thưa Quý vị, dù chịu tác động tiêu cực của đại dịch Covid 19 cùng với bối cảnh thế giới đang có nhiều thay đổi phức tạp, năm 2022, Việt Nam vẫn bảo đảm được ổn định kinh tế vĩ mô, duy trì được tăng trưởng, một số lĩnh vực đã đạt được kết quả như trước khi có dịch."
26,00:11:38.480,00:11:43.200,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Tuy nhiên, giai đoạn cuối năm 2022, nền kinh tế đã gặp những thách thức nhất định trong lĩnh vực bất động sản xuất khẩu cũng như chịu áp lực lớn từ dòng tiền đầu tư."
27,00:11:43.200,00:11:59.440,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","Theo Ngân hàng Thế giới, nguy cơ kinh tế toàn cầu suy thoái có thể kéo dài ở năm 2023 và lâu hơn nữa, trong khi nền kinh tế Việt Nam có độ mở lớn, phụ thuộc nhiều vào các thị trường lớn, vì vậy sẽ chịu nhiều ảnh hưởng và biến động, các chuyên gia kinh tế đã đưa ra những dự báo về bức tranh nền kinh tế Việt Nam trong năm 2023."
28,00:11:59.440,00:12:05.000,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","tại Tọa đàm Dự báo kinh tế vượt gần giáo ngược năm 2023, Tiến sĩ Đinh Thế Hiển cho rằng, bên cạnh những khó khăn từ biển mô toàn cầu và sự ảnh hưởng tới Việt Nam, thuận lợi và cơ hội của Việt Nam trong năm 2022 là đã kiểm soát và ổn định được hệ thống tài chính, kiểm soát tỷ giá và lạm phát."
29,00:12:05.000,00:12:14.400,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","tại Tọa đàm Dự báo kinh tế vượt gần giáo ngược năm 2023, Tiến sĩ Đinh Thế Hiển cho rằng, bên cạnh những khó khăn từ biển mô toàn cầu và sự ảnh hưởng tới Việt Nam, thuận lợi và cơ hội của Việt Nam trong năm 2022 là đã kiểm soát và ổn định được hệ thống tài chính, kiểm soát tỷ giá và lạm phát."
30,00:12:14.400,00:12:19.000,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","tại Tọa đàm Dự báo kinh tế vượt gần giáo ngược năm 2023, Tiến sĩ Đinh Thế Hiển cho rằng, bên cạnh những khó khăn từ biển mô toàn cầu và sự ảnh hưởng tới Việt Nam, thuận lợi và cơ hội của Việt Nam trong năm 2022 là đã kiểm soát và ổn định được hệ thống tài chính, kiểm soát tỷ giá và lạm phát."
31,00:12:19.000,00:12:23.840,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","tại Tọa đàm Dự báo kinh tế vượt gần giáo ngược năm 2023, Tiến sĩ Đinh Thế Hiển cho rằng, bên cạnh những khó khăn từ biển mô toàn cầu và sự ảnh hưởng tới Việt Nam, thuận lợi và cơ hội của Việt Nam trong năm 2022 là đã kiểm soát và ổn định được hệ thống tài chính, kiểm soát tỷ giá và lạm phát."
32,00:12:23.840,00:12:29.000,"kinh tế xã hội,cộng đồng doanh nghiệp,Nghị quyết 18,Kinh tế tài chính vĩ mô,quý 1,thị trường trái phiếu,Tiến sĩ Đinh Thế Hiển,năm 2023,danh nghiệp tư nhân,tháng 12/202,lĩnh vực bất động sản,kế hoạch trước từ 3,Ngân hàng Nhà nước,chương trình kích cầu,dòng tiền,Ban Chấp hành Trung ương,Việt Nam kinh tế kim ngạch xuất khẩu gấp,Trung Quốc,hệ thống tài chính,biển mô toàn cầu,Việt Nam thu hút,quý 4,gói giải pháp,FDI,vướng mắc pháp lý,quý 3,tháng 10/11,thị trường nội địa,kinh tế nội địa,cung tiền,công năm 2023,thị trường bất động sản,độ bảy,Việt Nam,năm 2022,tổng vốn,thị trường cổ phiếu xáo động","tại Tọa đàm Dự báo kinh tế vượt gần giáo ngược năm 2023, Tiến sĩ Đinh Thế Hiển cho rằng, bên cạnh những khó khăn từ biển mô toàn cầu và sự ảnh hưởng tới Việt Nam, thuận lợi và cơ hội của Việt Nam trong năm 2022 là đã kiểm soát và ổn định được hệ thống tài chính, kiểm soát tỷ giá và lạm phát."
