Scene number,Start,End,Keywords,Description
14,00:06:49.600,00:06:57.120,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
15,00:06:57.120,00:07:01.560,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
16,00:07:01.560,00:07:06.400,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
17,00:07:06.400,00:07:13.320,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
18,00:07:13.320,00:07:17.520,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
19,00:07:17.520,00:07:24.840,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
20,00:07:24.840,00:07:34.560,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
21,00:07:34.560,00:07:41.040,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
22,00:07:41.040,00:07:48.360,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
23,00:07:48.360,00:07:53.200,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
24,00:07:53.200,00:07:58.200,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
25,00:07:58.200,00:08:05.800,"báo cáo kết luận,Đoàn kiểm tra,Cơ quan Thường trực Ban Chỉ đạo,tham nhũng , tiêu cực thành phố Hồ Chí Minh lãnh đạo,thành viên Ban Chỉ đạo,đồng chí Bí thư Thành ủy,thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận,Phiên họp, tiêu cực Thành phố Hồ Chí Minh,Ban Nội chính Thành ủy,tiêu cực thành phố, tiêu cực thành phố Hồ Chí Minh,đồng chí Tổng Bí thư","Phiên họp đã đánh giá các kết quả đạt được trong Quý 4/2022, cùng với đó, thông qua nhiều nội dung quan trọng liên quan đến kết quả thực hiện Kết luận, chỉ đạo của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực Kết luận của đồng chí Bí thư Thành ủy, Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực Thành phố Hồ Chí Minh tại phiên họp thứ nhất và các cuộc họp của Thường trực Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh."
26,00:08:05.800,00:08:10.600,"năm 2022,Đảng bộ Khối Dân Chính Đảng thành phố Hồ Chí Minh diễn,Hội nghị tổng kết công tác,an sinh xã hội",Sau khi nghe báo cáo do Ban Nội chính Thành ủy trình bày và ý kiến phát biểu của các thành viên dự họp.
27,00:08:10.600,00:08:37.800,"Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,không gian văn hóa Hồ Chí Minh,chỉnh đốn Đảng,đảng viên Đảng bộ,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,năm 2023,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,Nguyễn Thị Lệ trân trọng dượng đóng góp,đồng chí Dương Linh,phong cách Hồ Chí Minh,Việt Nam,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,sự nghiệp đấu tranh giành,truyền thống cách mạng","Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh kết luận, chỉ đạo một số nội dung quan trọng, trong đó, giao cho các thành viên Ban Chỉ đạo, Cơ quan Thường trực Ban Chỉ đạo tổ chức thực hiện nghiêm các kết luận của đồng chí Tổng Bí thư, Trưởng Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực tại Phiên họp thứ 22 và Cuộc họp Thường trực Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực."
28,00:08:37.800,00:08:44.560,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","Cùng với đó, kịp thời tham mưu Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố và các cơ quan chức năng chủ động tháo gỡ khó khăn, vướng mắc, đẩy nhanh tiến độ điều tra, xử lý các vụ án, vụ việc tham nhũng, tiêu cực thuộc diện theo dõi, chỉ đạo đảm bảo đúng tiến độ theo kế hoạch của Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực."
29,00:08:44.560,00:08:51.720,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","Ngoài ra, thường xuyên rà soát, đề xuất đưa các vụ án, vụ việc vào diện theo dõi, chỉ đạo, nghiên cứu, đề xuất Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh về việc kiểm tra, giám sát đối với các ngành, lĩnh vực dễ phát sinh tham nhũng, tiêu cực theo chương trình công tác năm 2023."
30,00:08:51.720,00:08:57.800,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","Khẩn trương tham mưu Ban Thường vụ Thành ủy, Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực thành phố Hồ Chí Minh lãnh đạo, chỉ đạo việc khắc phục các thiếu sót, tồn tại trong công tác giám định, định giá tài sản theo báo cáo kết luận của Đoàn kiểm tra số 1 Ban Chỉ đạo Trung ương về phòng, chống tham nhũng, tiêu cực."
31,00:08:57.800,00:09:04.360,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","lãnh đạo thực hiện có hiệu quả chủ đề năm 2023 của Thành phố về nâng cao hiệu quả hoạt động công vụ, đẩy mạnh cải cách hành chính và cải thiện môi trường đầu tư, thúc đẩy phát triển kinh tế, đảm bảo an sinh xã hội là một trong những nhiệm vụ trọng tâm được đưa ra tại Hội nghị tổng kết công tác xây dựng Đảng năm 2022 và triển khai chương trình công tác năm 2023 của Đảng bộ Khối Dân Chính Đảng thành phố Hồ Chí Minh diễn ra vào chiều nay."
32,00:09:04.360,00:09:11.120,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","trong năm 2022, Đảng bộ Khối Dân Chính Đảng thành phố đã triển khai hiệu quả nhiều hoạt động, tiêu biểu là các hoạt động chào mừng kỷ niệm các ngày lễ lớn trong năm, các hoạt động chào mừng kỷ niệm 15 năm thành lập Đảng bộ Khối, tổ chức nhiều chuyên đề về học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, triển khai đợt sinh hoạt chính trị với chủ đề Tự soi, tự sửa và nội dung tác phẩm: Một số vấn đề lý luận và thực tiễn về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam của Tổng Bí thư Nguyễn Phú Trọng có 406/400 đảng viên mới được kết nạp, vượt chỉ tiêu đã đề ra, phát động cơ sở đăng ký và thực hiện 95 công trình thi đua dân vận khéo gắn với nội dung nằm 0, Đảng bộ Khối tiếp tục đề ra chính nhiệm vụ trọng tâm thực hiện trong năm 2023, trong đó tập trung vào chất lượng công vụ, cải cách hành chính, cải thiện môi trường đầu tư, đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức Hồ Chí Minh gắn với xây dựng không gian văn hóa Hồ Chí Minh và công tác xây dựng, chỉnh đốn Đảng Cũng trong chiều nay, Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ cùng Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh đã dự lễ trao Huy hiệu 75 năm tuổi Đảng đối với đồng chí Dương Linh, đảng viên Đảng bộ Liên hiệp các Hội Văn học và Nghệ thuật thành phố."
