Scene number,Start,End,Keywords,Description
15,00:06:41.440,00:06:47.200,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
16,00:06:47.200,00:06:54.400,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
17,00:06:54.400,00:06:59.680,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
18,00:06:59.680,00:07:04.120,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
19,00:07:04.120,00:07:09.000,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
20,00:07:09.000,00:07:13.880,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
21,00:07:13.880,00:07:18.760,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
22,00:07:18.760,00:07:23.640,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
23,00:07:23.640,00:07:29.640,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
24,00:07:29.640,00:07:34.160,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
25,00:07:34.160,00:07:39.280,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
26,00:07:39.280,00:07:59.320,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
27,00:07:59.320,00:08:03.760,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
28,00:08:03.760,00:08:12.320,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
29,00:08:12.320,00:08:17.800,"Phó Chủ Tịch Hội Đồng Nhân Dân,Quý Mão,Nguyễn Thị Bích Ngọc,tổng kinh phí,Chi Hội Mái Ấm Thiên Ân,chặng đường,An,em Hoàng Huynh,Chủ tịch Hội,Chương trình Dân Chính quyền,chương trình văn nghệ,đồng chí lãnh đạo,món quà,nhân dân thành phố,thành phố Hồ Chí Minh nhấn mạnh,Kính thưa quý vị,mục tiêu hàng đầu,mùa xuân,quý vị,thành phố Hồ Chí Minh,an sinh xã hội,thành Phố Hồ Chí Minh Nguyễn Văn Dũng,tháng 1/2023,đối tượng yếu thế,1600 phần quà Tết,dịp Tết,chủ đề Xuân 2023,quà tết","có mặt từ rất sớm, em Hoàng Huynh ở Chi Hội Mái Ấm Thiên Ân cùng các bạn háo hức khi được thưởng thức các chương trình văn nghệ hấp dẫn và nhận những phần quà Tết đầy ắp nghĩa tình."
30,00:08:17.800,00:08:40.600,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết","Nhận được quà tết thì em cảm thấy rất là vui và biết ơn, Biết ơn những ân nhân, những cô chú, những mạnh thường quân, tất cả mọi người đã bỏ biết bao nhiêu công sức và để chuẩn bị cho chú em những món quà như hôm nay là năm nay là vui hơn."
31,00:08:40.600,00:08:45.720,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết","Tại vì năm nay là mình sống trong hòa bình, là không còn dịch nữa."
32,00:08:45.720,00:08:52.960,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết",Em rất là vui.
33,00:08:52.960,00:08:59.400,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết",Và phần quà cái này là em sẽ mang cho gia đình.
34,00:08:59.400,00:09:04.400,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết","Bà Nguyễn Thị Bích Ngọc, Chủ tịch Hội Bảo trợ người khuyết tật và trẻ mồ côi thành phố Hồ Chí Minh nhấn mạnh mỗi phần quà được trao là tình cảm, sự gửi gắm niềm tin yêu của các đồng chí lãnh đạo, các mạnh thường quân, các nhà tài trợ đến với người khuyết tật và trẻ mồ côi trên chặng đường hơn 20 năm với 40.000 người được chăm lo."
35,00:09:04.400,00:09:10.440,"Tết chu đáo,năm 2021,thay mặt lãnh đạo thành phố,tết ý nghĩa,chủ đề Tết Văn hóa nghĩa tình,lực lượng công nhân,Tết,kinh tế xã hội tác động,chân trọng,địa bàn thành phố,đời sống công nhân,Xuân Mậu Thân,giá cả hàng hóa,Liên đoàn Lao động thành phố,ngày 16/1,đồng bào dân tộc,chương trình nghệ thuật,đợt Tết,nghĩa tỉnh,mùa Tết,quý vị,thành phố Hồ Chí Minh,tháng Chạp 55,năm 2022,Đại diện Sở Văn hóa,12 kỳ chương trình,đường hoa Nguyễn Huệ,tháng 2/2023,đời sống vật chất,Tết Xuân Quý Mão,đối tượng trẻ em,công nhân viên chức lao động,Chương trình Dân,chuỗi chương trình lễ hội Tết,chợ hoa Tết","Đây chính là sự quan tâm đặc biệt, sự động viên to lớn giúp mưa khuyết tật và trẻ mồ côi thêm tự tin vượt qua mặc cảm, phấn đấu học tập, học nghề."
